event_name,round,match,team,judge_name,category,score
Seoul,1,2,QUICK STYLE,Cheyenne Kibblewhite,Projection/Communication,8.5
Seoul,1,2,QUICK STYLE,Cheyenne Kibblewhite,Stamina,9.0
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Choreography Complexity,8.5
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Staging,9.0
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Musicality,9.0
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Creativity,8.5
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Stylistic Athleticism,8.5
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Cleanliness,9.0
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Technical Execution + Authenticity,8.5
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Spacing,8.5
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Projection/Communication,9.0
Seoul,1,2,BROTHERHOOD,Comfort Fedoke,Stamina,9.0
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Choreography Complexity,8.5
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Staging,9.0
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Musicality,8.5
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Creativity,9.0
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Stylistic Athleticism,8.0
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Cleanliness,8.5
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Technical Execution + Authenticity,8.0
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Spacing,8.5
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Projection/Communication,9.5
Seoul,1,2,QUICK STYLE,Comfort Fedoke,Stamina,9.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Choreography Complexity,9.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Staging,8.5
Seoul,1,2,BROTHERHOOD,Gina Michael,Musicality,9.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Creativity,8.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Stylistic Athleticism,8.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Cleanliness,9.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Technical Execution + Authenticity,9.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Spacing,9.0
Seoul,1,2,BROTHERHOOD,Gina Michael,Projection/Communication,8.5
Seoul,1,2,BROTHERHOOD,Gina Michael,Stamina,9.5
Seoul,1,2,QUICK STYLE,Gina Michael,Choreography Complexity,8.5
Seoul,1,2,QUICK STYLE,Gina Michael,Staging,8.5
Seoul,1,2,QUICK STYLE,Gina Michael,Musicality,9.0
Seoul,1,2,QUICK STYLE,Gina Michael,Creativity,8.5
Seoul,1,2,QUICK STYLE,Gina Michael,Stylistic Athleticism,8.0
Seoul,1,2,QUICK STYLE,Gina Michael,Cleanliness,8.0
Seoul,1,2,QUICK STYLE,Gina Michael,Technical Execution + Authenticity,9.0
Seoul,1,2,QUICK STYLE,Gina Michael,Spacing,8.5
Seoul,1,2,QUICK STYLE,Gina Michael,Projection/Communication,9.0
Seoul,1,2,QUICK STYLE,Gina Michael,Stamina,9.0
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Choreography Complexity,8.5
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Staging,9.0
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Musicality,8.5
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Creativity,8.5
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Stylistic Athleticism,9.0
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Cleanliness,10.0
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Technical Execution + Authenticity,8.5
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Spacing,9.0
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Projection/Communication,10.0
Seoul,1,2,BROTHERHOOD,Nicolas Begin,Stamina,9.5
Seoul,1,2,QUICK STYLE,Nicolas Begin,Choreography Complexity,8.5
Seoul,1,2,QUICK STYLE,Nicolas Begin,Staging,8.5
Seoul,1,2,QUICK STYLE,Nicolas Begin,Musicality,9.5
Seoul,1,2,QUICK STYLE,Nicolas Begin,Creativity,9.0
Seoul,1,2,QUICK STYLE,Nicolas Begin,Stylistic Athleticism,8.0
Seoul,1,2,QUICK STYLE,Nicolas Begin,Cleanliness,8.5
Seoul,1,2,QUICK STYLE,Nicolas Begin,Technical Execution + Authenticity,9.0
Seoul,1,2,QUICK STYLE,Nicolas Begin,Spacing,8.5
Seoul,1,2,QUICK STYLE,Nicolas Begin,Projection/Communication,9.5
Seoul,1,2,QUICK STYLE,Nicolas Begin,Stamina,9.5
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Choreography Complexity,9.5
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Staging,8.0
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Musicality,7.5
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Creativity,7.0
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Stylistic Athleticism,7.0
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Cleanliness,8.5
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Technical Execution + Authenticity,7.0
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Spacing,7.5
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Projection/Communication,9.0
Seoul,1,3,JAM REPUBLIC,Haeni Kim,Stamina,9.0
Seoul,1,3,1MILLION,Haeni Kim,Choreography Complexity,7.0
Seoul,1,3,1MILLION,Haeni Kim,Staging,9.5
Seoul,1,3,1MILLION,Haeni Kim,Musicality,7.5
Seoul,1,3,1MILLION,Haeni Kim,Creativity,9.0
Seoul,1,3,1MILLION,Haeni Kim,Stylistic Athleticism,7.0
Seoul,1,3,1MILLION,Haeni Kim,Cleanliness,8.5
Seoul,1,3,1MILLION,Haeni Kim,Technical Execution + Authenticity,9.0
Seoul,1,3,1MILLION,Haeni Kim,Spacing,9.0
Seoul,1,3,1MILLION,Haeni Kim,Projection/Communication,10.0
Seoul,1,3,1MILLION,Haeni Kim,Stamina,10.0
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Choreography Complexity,8.0
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Staging,8.0
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Musicality,9.0
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Creativity,7.5
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Stylistic Athleticism,8.5
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Cleanliness,9.0
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Technical Execution + Authenticity,8.5
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Spacing,8.5
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Projection/Communication,8.5
Seoul,1,3,JAM REPUBLIC,Amari Marshall,Stamina,9.0
Seoul,1,3,1MILLION,Amari Marshall,Choreography Complexity,9.0
Seoul,1,3,1MILLION,Amari Marshall,Staging,9.0
Seoul,1,3,1MILLION,Amari Marshall,Musicality,9.0
Seoul,1,3,1MILLION,Amari Marshall,Creativity,9.0
Seoul,1,3,1MILLION,Amari Marshall,Stylistic Athleticism,8.5
Seoul,1,3,1MILLION,Amari Marshall,Cleanliness,8.0
Seoul,1,3,1MILLION,Amari Marshall,Technical Execution + Authenticity,8.5
Seoul,1,3,1MILLION,Amari Marshall,Spacing,8.5
Seoul,1,3,1MILLION,Amari Marshall,Projection/Communication,9.0
Seoul,1,3,1MILLION,Amari Marshall,Stamina,9.0
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Choreography Complexity,9.0
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Staging,8.5
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Musicality,9.0
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Creativity,8.5
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Stylistic Athleticism,8.0
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Cleanliness,8.5
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Technical Execution + Authenticity,8.5
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Spacing,8.0
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Projection/Communication,8.5
Seoul,1,3,JAM REPUBLIC,Cheyenne Kibblewhite,Stamina,9.0
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Choreography Complexity,9.0
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Staging,9.0
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Musicality,8.5
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Creativity,8.5
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Stylistic Athleticism,9.0
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Cleanliness,9.0
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Technical Execution + Authenticity,9.0
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Spacing,8.5
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Projection/Communication,9.0
Seoul,1,3,1MILLION,Cheyenne Kibblewhite,Stamina,9.0
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Choreography Complexity,8.5
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Staging,9.0
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Musicality,9.0
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Creativity,8.5
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Stylistic Athleticism,8.0
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Cleanliness,8.5
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Technical Execution + Authenticity,8.5
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Spacing,8.5
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Projection/Communication,9.0
Seoul,1,3,JAM REPUBLIC,Comfort Fedoke,Stamina,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Choreography Complexity,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Staging,8.5
Seoul,1,3,1MILLION,Comfort Fedoke,Musicality,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Creativity,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Stylistic Athleticism,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Cleanliness,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Technical Execution + Authenticity,8.5
Seoul,1,3,1MILLION,Comfort Fedoke,Spacing,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Projection/Communication,9.0
Seoul,1,3,1MILLION,Comfort Fedoke,Stamina,9.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Choreography Complexity,9.0
Seoul,1,3,JAM REPUBLIC,Gina Michael,Staging,8.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Musicality,9.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Creativity,8.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Stylistic Athleticism,8.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Cleanliness,8.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Technical Execution + Authenticity,8.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Spacing,8.5
Seoul,1,3,JAM REPUBLIC,Gina Michael,Projection/Communication,8.0
Seoul,1,3,JAM REPUBLIC,Gina Michael,Stamina,9.0
Seoul,1,3,1MILLION,Gina Michael,Choreography Complexity,9.0
Seoul,1,3,1MILLION,Gina Michael,Staging,9.0
Seoul,1,3,1MILLION,Gina Michael,Musicality,8.5
Seoul,1,3,1MILLION,Gina Michael,Creativity,8.5
Seoul,1,3,1MILLION,Gina Michael,Stylistic Athleticism,8.5
Seoul,1,3,1MILLION,Gina Michael,Cleanliness,8.5
Seoul,1,3,1MILLION,Gina Michael,Technical Execution + Authenticity,9.0
Seoul,1,3,1MILLION,Gina Michael,Spacing,8.5
Seoul,1,3,1MILLION,Gina Michael,Projection/Communication,8.5
Seoul,1,3,1MILLION,Gina Michael,Stamina,9.5
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Choreography Complexity,9.0
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Staging,9.0
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Musicality,9.0
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Creativity,8.5
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Stylistic Athleticism,9.0
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Cleanliness,8.5
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Technical Execution + Authenticity,10.0
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Spacing,9.0
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Projection/Communication,9.0
Seoul,1,3,JAM REPUBLIC,Nicolas Begin,Stamina,9.5
Seoul,1,3,1MILLION,Nicolas Begin,Choreography Complexity,8.0
Seoul,1,3,1MILLION,Nicolas Begin,Staging,9.5
Seoul,1,3,1MILLION,Nicolas Begin,Musicality,8.5
Seoul,1,3,1MILLION,Nicolas Begin,Creativity,8.5
Seoul,1,3,1MILLION,Nicolas Begin,Stylistic Athleticism,9.0
Seoul,1,3,1MILLION,Nicolas Begin,Cleanliness,9.5
Seoul,1,3,1MILLION,Nicolas Begin,Technical Execution + Authenticity,8.5
Seoul,1,3,1MILLION,Nicolas Begin,Spacing,9.5
Seoul,1,3,1MILLION,Nicolas Begin,Projection/Communication,9.5
Seoul,1,3,1MILLION,Nicolas Begin,Stamina,9.5
Seoul,2,1,BROTHERHOOD,Haeni Kim,Choreography Complexity,9.5
Seoul,2,1,BROTHERHOOD,Haeni Kim,Staging,9.5
Seoul,2,1,BROTHERHOOD,Haeni Kim,Musicality,9.0
Seoul,2,1,BROTHERHOOD,Haeni Kim,Creativity,9.5
Seoul,2,1,BROTHERHOOD,Haeni Kim,Stylistic Athleticism,8.0
Seoul,2,1,BROTHERHOOD,Haeni Kim,Cleanliness,9.5
Seoul,2,1,BROTHERHOOD,Haeni Kim,Technical Execution + Authenticity,9.0
Seoul,2,1,BROTHERHOOD,Haeni Kim,Spacing,9.5
Seoul,2,1,BROTHERHOOD,Haeni Kim,Projection/Communication,10.0
Seoul,2,1,BROTHERHOOD,Haeni Kim,Stamina,10.0
Seoul,2,1,1MILLION,Haeni Kim,Choreography Complexity,8.0
Seoul,2,1,1MILLION,Haeni Kim,Staging,9.5
Seoul,2,1,1MILLION,Haeni Kim,Musicality,8.0
Seoul,2,1,1MILLION,Haeni Kim,Creativity,8.5
Seoul,2,1,1MILLION,Haeni Kim,Stylistic Athleticism,8.5
Seoul,2,1,1MILLION,Haeni Kim,Cleanliness,8.5
Seoul,2,1,1MILLION,Haeni Kim,Technical Execution + Authenticity,9.0
Seoul,2,1,1MILLION,Haeni Kim,Spacing,8.5
Seoul,2,1,1MILLION,Haeni Kim,Projection/Communication,10.0
Seoul,2,1,1MILLION,Haeni Kim,Stamina,10.0
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Choreography Complexity,8.5
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Staging,9.5
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Musicality,8.5
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Creativity,8.0
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Stylistic Athleticism,6.5
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Cleanliness,7.5
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Technical Execution + Authenticity,9.0
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Spacing,8.5
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Projection/Communication,9.5
Seoul,2,1,ROYAL FAMILY,Haeni Kim,Stamina,9.5
Seoul,2,1,BROTHERHOOD,Amari Marshall,Choreography Complexity,9.5
Seoul,2,1,BROTHERHOOD,Amari Marshall,Staging,9.0
Seoul,2,1,BROTHERHOOD,Amari Marshall,Musicality,9.0
Seoul,2,1,BROTHERHOOD,Amari Marshall,Creativity,9.5
Seoul,2,1,BROTHERHOOD,Amari Marshall,Stylistic Athleticism,9.0
Seoul,2,1,BROTHERHOOD,Amari Marshall,Cleanliness,9.5
Seoul,2,1,BROTHERHOOD,Amari Marshall,Technical Execution + Authenticity,9.5
Seoul,2,1,BROTHERHOOD,Amari Marshall,Spacing,9.0
Seoul,2,1,BROTHERHOOD,Amari Marshall,Projection/Communication,9.5
Seoul,2,1,BROTHERHOOD,Amari Marshall,Stamina,9.5
Seoul,2,1,1MILLION,Amari Marshall,Choreography Complexity,8.5
Seoul,2,1,1MILLION,Amari Marshall,Staging,9.5
Seoul,2,1,1MILLION,Amari Marshall,Musicality,9.0
Seoul,2,1,1MILLION,Amari Marshall,Creativity,9.0
Seoul,2,1,1MILLION,Amari Marshall,Stylistic Athleticism,8.5
Seoul,2,1,1MILLION,Amari Marshall,Cleanliness,9.0
Seoul,2,1,1MILLION,Amari Marshall,Technical Execution + Authenticity,9.0
Seoul,2,1,1MILLION,Amari Marshall,Spacing,9.0
Seoul,2,1,1MILLION,Amari Marshall,Projection/Communication,9.0
Seoul,2,1,1MILLION,Amari Marshall,Stamina,8.5
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Choreography Complexity,8.5
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Staging,9.0
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Musicality,9.0
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Creativity,9.0
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Stylistic Athleticism,9.0
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Cleanliness,9.0
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Technical Execution + Authenticity,8.5
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Spacing,9.0
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Projection/Communication,9.0
Seoul,2,1,ROYAL FAMILY,Amari Marshall,Stamina,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Choreography Complexity,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Staging,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Musicality,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Creativity,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Stylistic Athleticism,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Cleanliness,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Technical Execution + Authenticity,8.5
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Spacing,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Projection/Communication,9.0
Seoul,2,1,BROTHERHOOD,Cheyenne Kibblewhite,Stamina,9.5
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Choreography Complexity,9.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Staging,9.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Musicality,9.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Creativity,9.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Stylistic Athleticism,9.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Cleanliness,8.5
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Technical Execution + Authenticity,8.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Spacing,9.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Projection/Communication,9.0
Seoul,2,1,1MILLION,Cheyenne Kibblewhite,Stamina,9.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Choreography Complexity,8.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Staging,9.0
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Musicality,8.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Creativity,8.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Stylistic Athleticism,8.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Cleanliness,9.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Technical Execution + Authenticity,8.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Spacing,9.0
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Projection/Communication,8.5
Seoul,2,1,ROYAL FAMILY,Cheyenne Kibblewhite,Stamina,9.0
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Choreography Complexity,9.5
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Staging,9.0
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Musicality,9.5
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Creativity,9.0
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Stylistic Athleticism,9.0
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Cleanliness,9.0
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Technical Execution + Authenticity,9.0
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Spacing,8.5
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Projection/Communication,9.0
Seoul,2,1,BROTHERHOOD,Comfort Fedoke,Stamina,9.5
Seoul,2,1,1MILLION,Comfort Fedoke,Choreography Complexity,9.0
Seoul,2,1,1MILLION,Comfort Fedoke,Staging,9.5
Seoul,2,1,1MILLION,Comfort Fedoke,Musicality,8.5
Seoul,2,1,1MILLION,Comfort Fedoke,Creativity,9.5
Seoul,2,1,1MILLION,Comfort Fedoke,Stylistic Athleticism,9.5
Seoul,2,1,1MILLION,Comfort Fedoke,Cleanliness,8.5
Seoul,2,1,1MILLION,Comfort Fedoke,Technical Execution + Authenticity,9.0
Seoul,2,1,1MILLION,Comfort Fedoke,Spacing,9.0
Seoul,2,1,1MILLION,Comfort Fedoke,Projection/Communication,9.0
Seoul,2,1,1MILLION,Comfort Fedoke,Stamina,9.5
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Choreography Complexity,9.0
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Staging,8.5
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Musicality,8.5
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Creativity,9.0
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Stylistic Athleticism,8.5
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Cleanliness,9.0
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Technical Execution + Authenticity,8.5
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Spacing,9.0
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Projection/Communication,9.0
Seoul,2,1,ROYAL FAMILY,Comfort Fedoke,Stamina,9.5
Seoul,2,1,BROTHERHOOD,Gina Michael,Choreography Complexity,9.0
Seoul,2,1,BROTHERHOOD,Gina Michael,Staging,9.0
Seoul,2,1,BROTHERHOOD,Gina Michael,Musicality,9.5
Seoul,2,1,BROTHERHOOD,Gina Michael,Creativity,8.5
Seoul,2,1,BROTHERHOOD,Gina Michael,Stylistic Athleticism,8.5
Seoul,2,1,BROTHERHOOD,Gina Michael,Cleanliness,9.5
Seoul,2,1,BROTHERHOOD,Gina Michael,Technical Execution + Authenticity,8.5
Seoul,2,1,BROTHERHOOD,Gina Michael,Spacing,9.0
Seoul,2,1,BROTHERHOOD,Gina Michael,Projection/Communication,9.0
Seoul,2,1,BROTHERHOOD,Gina Michael,Stamina,9.5
Seoul,2,1,1MILLION,Gina Michael,Choreography Complexity,8.5
Seoul,2,1,1MILLION,Gina Michael,Staging,9.5
Seoul,2,1,1MILLION,Gina Michael,Musicality,8.5
Seoul,2,1,1MILLION,Gina Michael,Creativity,9.0
Seoul,2,1,1MILLION,Gina Michael,Stylistic Athleticism,9.0
Seoul,2,1,1MILLION,Gina Michael,Cleanliness,9.0
Seoul,2,1,1MILLION,Gina Michael,Technical Execution + Authenticity,9.0
Seoul,2,1,1MILLION,Gina Michael,Spacing,9.0
Seoul,2,1,1MILLION,Gina Michael,Projection/Communication,9.0
Seoul,2,1,1MILLION,Gina Michael,Stamina,9.5
Seoul,2,1,ROYAL FAMILY,Gina Michael,Choreography Complexity,8.5
Seoul,2,1,ROYAL FAMILY,Gina Michael,Staging,9.0
Seoul,2,1,ROYAL FAMILY,Gina Michael,Musicality,8.5
Seoul,2,1,ROYAL FAMILY,Gina Michael,Creativity,8.5
Seoul,2,1,ROYAL FAMILY,Gina Michael,Stylistic Athleticism,9.0
Seoul,2,1,ROYAL FAMILY,Gina Michael,Cleanliness,9.0
Seoul,2,1,ROYAL FAMILY,Gina Michael,Technical Execution + Authenticity,8.5
Seoul,2,1,ROYAL FAMILY,Gina Michael,Spacing,9.0
Seoul,2,1,ROYAL FAMILY,Gina Michael,Projection/Communication,8.5
Seoul,2,1,ROYAL FAMILY,Gina Michael,Stamina,9.0
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Choreography Complexity,9.0
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Staging,9.5
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Musicality,9.5
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Creativity,9.0
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Stylistic Athleticism,8.5
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Cleanliness,9.5
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Technical Execution + Authenticity,9.0
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Spacing,9.5
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Projection/Communication,9.0
Seoul,2,1,BROTHERHOOD,Nicolas Begin,Stamina,9.5
Seoul,2,1,1MILLION,Nicolas Begin,Choreography Complexity,8.5
Seoul,2,1,1MILLION,Nicolas Begin,Staging,9.0
Seoul,2,1,1MILLION,Nicolas Begin,Musicality,9.0
Seoul,2,1,1MILLION,Nicolas Begin,Creativity,9.0
Seoul,2,1,1MILLION,Nicolas Begin,Stylistic Athleticism,9.0
Seoul,2,1,1MILLION,Nicolas Begin,Cleanliness,8.5
Seoul,2,1,1MILLION,Nicolas Begin,Technical Execution + Authenticity,9.0
Seoul,2,1,1MILLION,Nicolas Begin,Spacing,9.0
Seoul,2,1,1MILLION,Nicolas Begin,Projection/Communication,9.5
Seoul,2,1,1MILLION,Nicolas Begin,Stamina,9.5
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Choreography Complexity,8.0
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Staging,9.0
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Musicality,8.5
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Creativity,9.0
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Stylistic Athleticism,8.5
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Cleanliness,9.5
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Technical Execution + Authenticity,9.0
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Spacing,9.0
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Projection/Communication,9.5
Seoul,2,1,ROYAL FAMILY,Nicolas Begin,Stamina,9.5
